ID,COUNTRY,ISO,ADMIN_LEVEL_NAME,PCODE,REGION,CATEGORY,MEASURE,TARGETED_POP_GROUP,COMMENTS,DATE_IMPLEMENTED,SOURCE,SOURCE_TYPE,LINK,ENTRY_DATE,Alternative source
895,Belgium,BEL,,,Europe,Public health measures,General recommendations,No,"Recommendations to uphold social distancing measures in public transport emphasised (public transport continues, though at limited capacity)",18/03/2020,Government,Government,https://www.belgium.be/nl/nieuws/2020/coronavirus_versterkte_maatregelen,20/03/2020,
896,Belgium,BEL,,,Europe,Movement restrictions,Travel restrictions,No,Non-essential travels outside Belgium are prohibited. Measure set until 5th April. ,18/03/2020,Government,Government,https://www.belgium.be/nl/nieuws/2020/coronavirus_versterkte_maatregelen,20/03/2020,
897,Belgium,BEL,,,Europe,Public health measures,Strengthening the public health system,No,Medex suspended non-urgent medical appointments ,12/03/2020,Government,Government,https://www.health.belgium.be/nl/news/coronavirus-covid-19-preventieve-maatregelen,20/03/2020,https://www.brusselstimes.com/brussels/99897/all-belgian-general-hospitals-mobilised-to-slowdown-coronavirus/
898,Belgium,BEL,,,Europe,Public health measures,Strengthening the public health system,No,Financial aid package of 1 billion for hospitals to cover loss of income and oustanding COVID-19 measures,20/03/2020,Government,Government,https://www.health.belgium.be/nl/news/covid-19-federale-financiele-steun-voor-de-ziekenhuizen,20/03/2020,
103,Belize,BLZ,,,Americas,Public health measures,Health screenings in airports and border crossings,Yes,Nationals coming from affected countries,11/03/2020,Ministry of Health,Government,http://health.gov.bz/www/component/content/article/177-general-health/1019-ministry-of-health-advisory-no-8-update-on-covid-19,14/03/2020,
1661,Belize,BLZ,,,Americas,Movement restrictions,Border closure ,Yes,"the Northern Border of Belize, which includes the Corozal Free Zone, will be closed for traveling but will remain open for cargo transportation. This means that only Belizean nationals, residents, and diplomats residing in Belize will be allowed entry into Belize subject to inspection and possible quarantine for 14 days. Similarly, the Northern Border will be closed for nationals and residents wishing to travel outside of Belize except for emergencies.",21/03/2020,MoH,Government,http://health.gov.bz/www/component/content/article/177-general-health/1025-new-measures-announced-to-protect-against-covid-19,23/03/2020,
1662,Belize,BLZ,,,Americas,Movement restrictions,Travel restrictions,Yes,"Goldson International Airport will be closed effective Monday, March 23rd, after the last scheduled flight departs. Measures only apply to the movement of people and do not apply to cargo trucks or cargo planes.",23/03/2020,MoH ,Government,http://health.gov.bz/www/component/content/article/177-general-health/1025-new-measures-announced-to-protect-against-covid-19,23/03/2020,
1663,Belize,BLZ,,,Americas,Social distancing,Limit public gatherings,No,limit gatherings to 25. This limit does not apply to places of employment that should have business protocols for social distancing and business continuity plans in place.,20/03/2020,MoH ,Government,http://health.gov.bz/www/component/content/article/177-general-health/1025-new-measures-announced-to-protect-against-covid-19,23/03/2020,
1664,Belize,BLZ,,,Americas,Movement restrictions,Travel restrictions,Yes," Nationals and persons who have traveled within the last 30 days from China, Hong Kong, Iran, Japan, South Korea, and Europe will be prohibited entry into Belize. This restricted travel list of countries will be continuously monitored and updated as necessary.",15/03/2020,MoH ,Government,http://health.gov.bz/www/component/content/article/177-general-health/1022-ministry-of-health-advisory-no-11-update-on-covid-19,23/03/2020,
1693,Belize,BLZ,,,Americas,Public health measures,General recommendations,No, issued a warning letter for unauthorized products that are being advertised to treat or cure COVID-19,14/03/2020,MoH,Government,http://health.gov.bz/www/component/content/article/177-general-health/1021--ministry-of-health-advisory-no-10--ministry-of-health-warns-on-products-that-claim-to-treat-or-cure-covid-19,23/03/2020,
1694,Belize,BLZ,,,Americas,Public health measures,General recommendations,Yes,"The Ministry strongly advises persons to avoid non-essential travel to any country that has local spread of COVID-19.  For now, these countries include China, France, Germany, Iran, Italy, Singapore, and South Korea",11/03/2020,MoH,Government,http://health.gov.bz/www/component/content/article/177-general-health/1019-ministry-of-health-advisory-no-8-update-on-covid-19,23/03/2020,
1695,Belize,BLZ,,,Americas,Public health measures,Introduction of quarantine policies,Yes, All nationals coming from an area with ongoing transmission who land in Belize and appear with cold or flu-like symptoms will be placed under self-isolation upon arrival and all cost related to that will be the responsibility of the traveler.,11/03/2020,MoH,Government,http://health.gov.bz/www/component/content/article/177-general-health/1019-ministry-of-health-advisory-no-8-update-on-covid-19,23/03/2020,
1696,Belize,BLZ,,,Americas,Social distancing,Schools closure ,No,all schools will be closed for 14 days which will lead right into the Easter break.,16/03/2020,MoH,Government,http://health.gov.bz/www/component/content/article/177-general-health/1024-belize-announces-new-measures-in-response-to-covid-19,23/03/2020,
1697,Belize,BLZ,,,Americas,Social distancing,Limit public gatherings,No,"Effective immediately, social gatherings will be limited to 100 people. These include indoor and outdoor gatherings",16/03/2020,MoH,Government,http://health.gov.bz/www/component/content/article/177-general-health/1024-belize-announces-new-measures-in-response-to-covid-19,23/03/2020,
1698,Belize,BLZ,,,Americas,Movement restrictions,Travel restrictions,Yes,"Belize is prohibiting entry into Belize by nationals of the following countries and persons who have traveled within the last 30 days from China, Hong Kong, Iran, Japan, South Korea, and Europe, including the United Kingdom. ",16/03/2020,MoH,Government,http://health.gov.bz/www/component/content/article/177-general-health/1024-belize-announces-new-measures-in-response-to-covid-19,23/03/2020,
1699,Belize,BLZ,,,Americas,Movement restrictions,Border closure ,Yes,"close all ports of entry in Belize for passengers and only leave the Santa Elena Border (northern border) and the Philip Goldson International Airport open. So, all other ports of entries – the western, southern and any other small border points will be closed. This does not apply to cargo vessels.",16/03/2020,MoH,Government,http://health.gov.bz/www/component/content/article/177-general-health/1024-belize-announces-new-measures-in-response-to-covid-19,23/03/2020,
1700,Belize,BLZ,,,Americas,Social and economic measures,Economic measures,No,"Appropriations Bill will be passed and will include an additional BZ$25M loan to be used as relief for employees affected by this crisis, especially those in the tourism industry. Two percent of the recurrent budget will be allocated to assist with repayment of the BZ$25M and is expected to be recovered through cost savings measures across all ministries.Belize will be finalizing discussions with the international financial institutions to receive US$20M in emergency relief funding. Loan extensions from banks. Encouraging banks to provide grace periods. Encouragin financial insititutions to refinance loans. reduce risk weights for tourism based loans. cut interest rates on domestic loans",16/03/2020,MoH,Government,http://health.gov.bz/www/component/content/article/177-general-health/1024-belize-announces-new-measures-in-response-to-covid-19,23/03/2020,
1701,Belize,BLZ,,,Americas,Public health measures,Introduction of quarantine policies,Yes, All Belizean nationals and residents returning to Belize through any point of entry from any of the restricted countries or an area where community infection and spread is present will be placed under self-isolation upon arrival and expected to follow the protocols of the Ministry of Health.,15/03/2020,MoH,Government,http://health.gov.bz/www/component/content/article/177-general-health/1022-ministry-of-health-advisory-no-11-update-on-covid-19,23/03/2020,
1732,Belize,BLZ,,,Americas,Public health measures,General recommendations,Yes,Belizean nationals or residents returning to Belize who have been abroad and believe that they may have been exposed to COVID-19 are asked to contact their local healthcare provider.,15/03/2020,MoH,Government,http://health.gov.bz/www/component/content/article/177-general-health/1022-ministry-of-health-advisory-no-11-update-on-covid-19,23/03/2020,
1733,Belize,BLZ,,,Americas,Public health measures,Introduction of quarantine policies,Yes,Belizean nationals or residents returning to Belize who have been abroad and believe that they may have been exposed to COVID-19 are asked to contact their local healthcare provider. Non-essential travel by Belizean nationals and residents to other countries is highly discouraged.,15/03/2020,MoH,Government,http://health.gov.bz/www/component/content/article/177-general-health/1022-ministry-of-health-advisory-no-11-update-on-covid-19,23/03/2020,
1734,Belize,BLZ,,,Americas,Public health measures,Introduction of quarantine policies,Yes," that all foreigners arriving from the following countries be placed under quarantine at their own expense: China, France, Germany, Italy, Iran, Japan, South Korea, and Spain. Any national returning from these countries, and from cities in the United States that have documented community spread, will be placed under quarantine.",13/03/2020,MoH,Government,http://health.gov.bz/www/component/content/article/177-general-health/1020--ministry-of-health-advisory-no-9--update-on-covid-19,23/03/2020,
1735,Belize,BLZ,,,Americas,Public health measures,General recommendations,No,general hygiene recommendations,28/02/2020,MoH,Government,http://health.gov.bz/www/component/content/article/177-general-health/1016-ministry-of-health-advisory-no-5--covid-19,23/03/2020,
1736,Belize,BLZ,,,Americas,Public health measures,Strengthening the public health system,Yes,Health Regions have been advised to identify and prepare isolation areas within health facilities,25/02/2020,MoH,Government,http://health.gov.bz/www/component/content/article/177-general-health/1012-ministry-of-health-advisory-no-4-update-on-covid-19,23/03/2020,
1737,Belize,BLZ,,,Americas,Public health measures,Awareness campaigns,Yes,"National Surveillance Team, headed by the Director of Health Services Dr. Marvin Manzanero, participated in a virtual meeting hosted by the Caribbean Public Health Authority (CARPHA) to discuss the Novel Coronavirus Outbreak. Twenty other Caribbean member states also participated in the meeting.",23/01/2020,MoH,Government,http://health.gov.bz/www/component/content/article/177-general-health/1004-ministry-of-health-activates-national-surveillance-team-to-monitor-new-strain-of-coronavirus,23/03/2020,
